Matrix name, Dimension, nnz, MaxNonzerosPerRow, MinNonzerosPerRow, AvgNonzerosPerRow, AbsoluteNonZeroSum, symmetricity, AvgDiagDist, NonZeroPatternSymmetryV1, Trace, AbsoluteTrace, OneNorm, InfinityNorm, FrobeniusNorm, SymmetricInfinityNorm, SymmetricFrobeniusNorm, AntiSymmetricInfinityNorm, AntiSymmetricFrobeniusNorm, DiagonalAverage, RowDiagonalDominance, ColDiagonalDominance, RowVariance, ColumnVariance, lowerBandwidth, upperBandwidth, DiagonalMean, DiagonalSign," DiagonalNonZeros 
",Filename, Dimension, True largest Eigen Value, Eigen Value from Power method, Absolute Error, Relative Error for largest Eigen Value, True smallest Eigen Value, Smallest eigen value from double power method, Relative error for smallest Eigen value, Condn No. from lamda_max/lamda_min, True Condn no. (condest(A 2)), condest(A 1), cond(A 2), cond(A 1), Relative error for condition no.," Symmetric? 
"
fpga_dcop_38.mat,1220,5892,36,1,4.829508,761.056026,0,149.666667,0,314.527979,314.527979,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000009,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_38.mat,1220,2.871652,2.87505,0.003399,0.001184,2.871652,-0.782367,0.727555,3.674809,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_39.mat,1220,5892,36,1,4.829508,761.056015,0,149.666667,0,314.527976,314.527976,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_39.mat,1220,2.871652,2.873496,0.001845,0.000642,2.87165,-0.791271,0.724454,3.631495,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_40.mat,1220,5892,36,1,4.829508,761.056011,0,149.666667,0,314.527975,314.527975,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_40.mat,1220,2.871652,2.875485,0.003834,0.001335,2.87165,-0.590919,0.794223,4.866123,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_41.mat,1220,5892,36,1,4.829508,761.05601,0,149.666667,0,314.527975,314.527975,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_41.mat,1220,2.871652,2.874428,0.002776,0.000967,2.87165,-0.745147,0.740516,3.857529,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_42.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_42.mat,1220,2.871652,2.874336,0.002685,0.000935,2.87165,-0.74784,0.739578,3.84352,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_43.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_43.mat,1220,2.871652,2.876077,0.004426,0.001541,2.87165,-0.628212,0.781237,4.578195,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_44.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_44.mat,1220,2.871652,2.877666,0.006015,0.002094,2.87165,-0.775045,0.730105,3.712904,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_45.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_45.mat,1220,2.871652,2.872978,0.001326,0.000462,2.87165,-0.767144,0.732856,3.745031,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_46.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_46.mat,1220,2.871652,2.873572,0.001921,0.000669,2.87165,-0.560459,0.80483,5.127179,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_47.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_47.mat,1220,2.871652,2.872099,0.000447,0.000156,2.871652,-0.792015,0.724195,3.626319,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_48.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_48.mat,1220,2.871652,2.873388,0.001736,0.000605,2.87165,-0.767346,0.732786,3.74458,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_49.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_49.mat,1220,2.871652,2.876232,0.00458,0.001595,2.87165,-0.743972,0.740925,3.866051,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_50.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_50.mat,1220,2.871652,2.883344,0.011692,0.004072,2.87165,-0.780648,0.728153,3.693525,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_dcop_51.mat,1220,5892,36,1,4.829508,761.056009,0,149.666667,0,314.527974,314.527974,5.727274,5.727273,18.808156,5.727273,18.808156,0.000003,0.000008,0.25781,0,0,1.000001,1.000163,864,864,0.25781,-1,"1136
",fpga_dcop_51.mat,1220,2.871652,2.874963,0.003312,0.001153,2.871652,-0.78112,0.727989,3.680564,6.18E+12,6.18E+12,6.18E+12,6.18E+12,1.00E+00,"0
"
fpga_trans_01.mat,1220,7382,50,1,6.05082,767.941663,0,149.666667,1,317.934887,317.934887,5.764767,5.764919,18.900033,5.764767,18.900031,0.004984,0.008805,0.260602,0,0,1.000001,1.000163,1085,1085,0.260602,-1,"1154
",fpga_trans_01.mat,1220,2.8877,2.887489,0.000211,0.000073,2.88714,-0.484941,0.832034,5.954313,28784.13561,28784.13561,28784.13561,28784.13561,1.00E+00,"0
"
fs_541_1.mat,541,4282,11,1,7.914972,874.887682,0,162.571429,0,573.011471,573.011471,277.07715,32.896031,71.458304,139.038575,53.511765,138.038575,47.358001,1.059171,0,0,1.000003,1.043305,378,540,1.059171,-1,"541
",fs_541_1.mat,541,2.254491,1.383556,0.870935,0.386311,1.507202,1.891019,0.254655,0.731646,76455.65519,76455.65519,76455.65519,76455.65519,1.00E+00,"0
"
fs_541_4.mat,541,4273,11,1,7.898336,8622158.086,0,162.571429,0,1615295.454,1615295.454,5738263.867,812740.0342,1577330.748,2869132.434,1123846.757,2869131.434,1106770.417,2985.758695,0,0,1.000003,1179160723,378,540,2985.758695,-1,"541
",fs_541_4.mat,541,45274.11651,40291.39791,4982.7186,0.110057,26646.32607,-12621.65902,0.526326,3.192243,2.92E+11,2.92E+11,2.92E+11,2.92E+11,1.00E+00,"0
"
fs_760_1.mat,760,5739,21,1,7.551316,1834904324,0,261.818182,0,942717767.6,942717767.6,438227946.4,219163374.5,453810388.7,328693922.7,393032330.5,109534023.7,226868808.1,1240418.115,0,0,18767.90321,6.31352E+13,740,740,1240418.115,-1,"760
",fs_760_1.mat,760,219159898.9,219159899,0.033949,0,44838063.41,-5532977.53,0.876601,39.609758,8362.311119,8362.311119,8362.311119,8362.311119,9.95E-01,"0
"
fs_760_2.mat,760,5739,21,1,7.551316,1755777545,0,261.818182,0,863590988.5,863590988.5,438123832.2,219059260.3,453603137.7,328589808.5,392793012.2,109534023.7,226868808.1,1136303.932,0,0,1.000003,6.31351E+13,740,740,1136303.932,-1,"760
",fs_760_2.mat,760,219055784.8,219055784.8,0.000034,0,44733949.22,9705.189239,0.999783,22570.99572,1.12E+16,1.12E+16,1.12E+16,1.12E+16,1.00E+00,"0
"
fs_760_3.mat,760,5816,21,1,7.652632,1755775379,0,261.818182,0,863590229.6,863590229.6,438123849.1,219059260.3,453603105.5,328589818.6,392792975,109534030.5,226868808.1,1136302.934,0,0,1.000002,6.31351E+13,740,740,1136302.934,-1,"760
",fs_760_3.mat,760,219055788.2,219055788.2,0.000072,0,44733919.6,-13990059.26,0.687261,15.65796,9.93E+19,9.93E+19,9.93E+19,9.93E+19,1.00E+00,"0
"
fv1.mat,9604,85264,9,4,8.877968,62132.49981,1,49.5,1,33711.49981,33711.49981,6.510152,6.510152,360.819537,6.510152,360.819537,0,0,3.510152,0,0,1,1.001342,99,99,3.510152,-1,"9604
",fv1.mat,9604, NaN,4.416871, NaN, NaN, NaN,0.707494, NaN,6.242978,12.761201,12.761201,12.761201,12.761201,5.11E-01,"1
"
fv2.mat,9801,87025,9,4,8.879196,63410.00005,1,50,1,34402.00005,34402.00005,6.51005,6.51005,364.493814,6.51005,364.493814,0,0,3.51005,0,0,1,1.001315,100,100,3.51005,-1,"9801
",fv2.mat,9801, NaN,4.398186, NaN, NaN, NaN,0.62163, NaN,7.075251,12.763553,12.763553,12.763553,12.763553,4.46E-01,"1
"
fv3.mat,9801,87025,9,4,8.879196,58411,1,50,1,29403,29403,6,6,316.720697,6,316.720697,0,0,3,0,0,1,1.000976,100,100,3,-1,"9801
",fv3.mat,9801, NaN,4.054161, NaN, NaN, NaN,0.15526, NaN,26.112064,4420.455367,4420.455367,4420.455367,4420.455367,9.94E-01,"1
"
G1.mat,800,38352,67,27,47.94,38352,1,368.531915,1,0,0,67,67,195.836667,67,195.836667,0,0,0,1,1,1.000058,1.055368,798,798,0,0,"0
",G1.mat,800,48.787494,48.917923,0.130428,0.002673,13.03869,-7.1126,0.4545,6.877643,915360.7226,915360.7226,915360.7226,915360.7226,1.00E+00,"1
"
G10.mat,800,38352,70,30,47.94,38352,1,396.95,1,0,0,70,70,195.836667,70,195.836667,0,0,0,1,1,1.000089,1.050006,792,792,0,0,"0
",G10.mat,800,13.87462,-15.111223,1.236603,0.089127,13.500511,11.073611,0.179764,1.364616,57366.91282,57366.91282,57366.91282,57366.91282,1.00E+00,"1
"
G11.mat,800,3200,4,4,4,3200,1,202,1,0,0,4,4,56.568542,4,56.568542,0,0,0,1,1,1.000006,1.005006,792,792,0,0,"0
",G11.mat,800,3.446461,-3.233225,0.213235,0.061871,3.372939,2.654064,0.21313,1.218217,17422.76921,17422.76921,17422.76921,17422.76921,1.00E+00,"1
"
G12.mat,800,3200,4,4,4,3200,1,204,1,0,0,4,4,56.568542,4,56.568542,0,0,0,1,1,1.000006,1.005006,784,784,0,0,"0
",G12.mat,800,3.556113,3.046943,0.50917,0.143182,3.434508,-2.791452,0.187234,1.091526,2578.913361,2400.842974,2400.842974,2243.006867,1.00E+00,"1
"
G13.mat,800,3200,4,4,4,3200,1,208,1,0,0,4,4,56.568542,4,56.568542,0,0,0,1,1,1.000006,1.005,768,768,0,0,"0
",G13.mat,800,-3.555232,3.253311,0.301921,0.084923,3.502271,-2.576629,0.264298,1.262623,24663.19531,24663.19531,24663.19531,24663.19531,1.00E+00,"1
"
G14.mat,800,9388,132,5,11.735,9388,1,260.51087,1,0,0,132,132,96.891692,132,96.891692,0,0,0,1,1,1.000009,1.101902,793,793,0,0,"0
",G14.mat,800,22.427689,21.608778,0.818911,0.036513,11.193029,-8.816621,0.212311,2.450914,64518.00266,64518.00266,64518.00266,64518.00266,1.00E+00,"1
"
G15.mat,800,9322,153,4,11.6525,9322,1,285.230769,1,0,0,153,153,96.550505,153,96.550505,0,0,0,1,1,1.000009,1.088104,798,798,0,0,"0
",G15.mat,800,23.15137,21.993639,1.157731,0.050007,10.911416,-9.72996,0.108277,2.260404,21176577.43,21176577.43,21176577.43,21176577.43,1.00E+00,"1
"
G16.mat,800,9344,123,5,11.68,9344,1,300.074766,1,0,0,123,123,96.664368,123,96.664368,0,0,0,1,1,1.000009,1.116006,792,792,0,0,"0
",G16.mat,800,22.622754,22.143284,0.47947,0.021194,11.160296,-7.497045,0.32824,2.953602,232484.001,232484.001,232484.001,232484.001,1.00E+00,"1
"
G17.mat,800,9334,143,5,11.6675,9334,1,269.456311,1,0,0,143,143,96.612629,143,96.612629,0,0,0,1,1,1.000009,1.112314,793,793,0,0,"0
",G17.mat,800,22.669946,21.973053,0.696894,0.030741,11.016433,-8.353377,0.241735,2.630439,6256895.509,6256895.509,6256895.509,6256895.509,1.00E+00,"1
"
G18.mat,800,9388,132,5,11.735,9388,1,260.51087,1,0,0,132,132,96.891692,132,96.891692,0,0,0,1,1,1.000009,1.115144,793,793,0,0,"0
",G18.mat,800,-12.830695,9.328734,3.50196,0.272936,11.093971,-10.931499,0.014645,0.853381,293467.5716,293467.5716,293467.5716,293467.5716,1.00E+00,"1
"
G19.mat,800,9322,153,4,11.6525,9322,1,285.230769,1,0,0,153,153,96.550505,153,96.550505,0,0,0,1,1,1.000009,1.097597,798,798,0,0,"0
",G19.mat,800,13.645716,-6.339487,7.306229,0.535423,11.154824,12.935803,0.15966,0.490073,95077.35536,95077.35536,95077.35536,95077.35536,1.00E+00,"1
"
G2.mat,800,38352,66,28,47.94,38352,1,317.452381,1,0,0,66,66,195.836667,66,195.836667,0,0,0,1,1,1.000071,1.049806,798,798,0,0,"0
",G2.mat,800,48.848618,48.968913,0.120294,0.002463,13.113026,-6.851951,0.47747,7.146711,16533.18459,16533.18459,17353.63326,17353.63326,1.00E+00,"1
"
G20.mat,800,9344,123,5,11.68,9344,1,300.074766,1,0,0,123,123,96.664368,123,96.664368,0,0,0,1,1,1.000009,1.133841,792,792,0,0,"0
",G20.mat,800,-12.736344,19.64547,6.909126,0.542473,11.047904,-12.803205,0.158881,1.534418,11278601.44,11278601.44,11278601.44,11278601.44,1.00E+00,"1
"
G21.mat,800,9334,143,5,11.6675,9334,1,269.456311,1,0,0,143,143,96.612629,143,96.612629,0,0,0,1,1,1.000009,1.128559,793,793,0,0,"0
",G21.mat,800,13.120183,-6.334049,6.786134,0.517229,10.926275,-22.692492,1.076874,0.279125,311844.3394,311844.3394,311844.3394,311844.3394,1.00E+00,"1
"
G22.mat,2000,39980,37,7,19.99,39980,1,1138.909091,1,0,0,37,37,199.949994,37,199.949994,0,0,0,1,1,1.000005,1.010884,1986,1986,0,0,"0
",G22.mat,2000,21.076079,21.325083,0.249004,0.011815,8.979306,-7.227591,0.195084,2.95051,151710.0987,151710.0987,151710.0987,151710.0987,1.00E+00,"1
"
G23.mat,2000,39980,36,4,19.99,39980,1,991.347826,1,0,0,36,36,199.949994,36,199.949994,0,0,0,1,1,1.000004,1.011373,1984,1984,0,0,"0
",G23.mat,2000,20.986575,20.974903,0.011672,0.000556,8.947592,-6.099401,0.318319,3.438847,52955.83983,52955.83983,52955.83983,52955.83983,1.00E+00,"1
"
G24.mat,2000,39980,38,6,19.99,39980,1,991.85,1,0,0,38,38,199.949994,38,199.949994,0,0,0,1,1,1.000007,1.009905,1976,1976,0,0,"0
",G24.mat,2000,21.074555,20.7763,0.298255,0.014152,8.971855,-7.48602,0.165611,2.775347,63225.59089,27010.95134,63225.59089,63225.59089,1.00E+00,"1
"
G25.mat,2000,39980,39,8,19.99,39980,1,1074.85,1,0,0,39,39,199.949994,39,199.949994,0,0,0,1,1,1.000005,1.009905,1976,1976,0,0,"0
",G25.mat,2000,21.063571,20.93876,0.124811,0.005925,9.012381,-6.290011,0.30207,3.328891,22542.15113,22542.15113,22542.15113,22542.15113,1.00E+00,"1
"
G26.mat,2000,39980,40,7,19.99,39980,1,1107.263158,1,0,0,40,40,199.949994,40,199.949994,0,0,0,1,1,1.000004,1.009414,1991,1991,0,0,"0
",G26.mat,2000,21.092966,21.15574,0.062774,0.002976,8.994591,-5.990785,0.333957,3.53138,68995.60203,68995.60203,68995.60203,69085.74442,1.00E+00,"1
"
G27.mat,2000,39980,37,7,19.99,39980,1,1138.909091,1,0,0,37,37,199.949994,37,199.949994,0,0,0,1,1,1.000005,1.011005,1986,1986,0,0,"0
",G27.mat,2000,-9.171899,6.843984,2.327915,0.253809,8.999854,-7.188893,0.201221,0.952022,74974.98571,74974.98571,74974.98571,74974.98571,1.00E+00,"1
"
G28.mat,2000,39980,35,8,19.99,39980,1,947.956522,1,0,0,35,35,199.949994,35,199.949994,0,0,0,1,1,1.000005,1.011504,1985,1985,0,0,"0
",G28.mat,2000,-9.101291,-8.979217,0.122074,0.013413,8.953299,6.224407,0.304792,1.442582,81463.14562,81463.14562,81463.14562,81463.14562,1.00E+00,"1
"
G29.mat,2000,39980,38,6,19.99,39980,1,991.85,1,0,0,38,38,199.949994,38,199.949994,0,0,0,1,1,1.000007,1.009969,1976,1976,0,0,"0
",G29.mat,2000,-9.163802,-7.442914,1.720888,0.187792,9.015457,6.765524,0.249564,1.100124,94994.33522,94994.33522,94994.33522,94994.33522,1.00E+00,"1
"
G3.mat,800,38352,69,30,47.94,38352,1,379.902439,1,0,0,69,69,195.836667,69,195.836667,0,0,0,1,1,1.000073,1.048684,793,793,0,0,"0
",G3.mat,800,48.882311,49.025031,0.14272,0.00292,13.140195,-7.161448,0.454997,6.845687,8486.562093,7287.475388,8724.861642,7871.674997,9.99E-01,"1
"
G30.mat,2000,39980,39,8,19.99,39980,1,1074.85,1,0,0,39,39,199.949994,39,199.949994,0,0,0,1,1,1.000006,1.010005,1976,1976,0,0,"0
",G30.mat,2000,-9.239506,8.427078,0.812428,0.08793,8.999509,-6.886792,0.234759,1.223658,48306.27933,48306.27933,48306.27933,48306.27933,1.00E+00,"1
"
G31.mat,2000,39980,40,7,19.99,39980,1,1107.263158,1,0,0,40,40,199.949994,40,199.949994,0,0,0,1,1,1.000005,1.009503,1991,1991,0,0,"0
",G31.mat,2000,-9.244205,-8.313051,0.931154,0.100728,9.039148,6.552917,0.275051,1.268603,35113.5163,35113.5163,35113.5163,35113.5163,1.00E+00,"1
"
G32.mat,2000,8000,4,4,4,8000,1,505,1,0,0,4,4,89.442719,4,89.442719,0,0,0,1,1,1.000001,1.002,1980,1980,0,0,"0
",G32.mat,2000,3.480552,-3.311986,0.168566,0.048431,3.456704,2.731895,0.209682,1.21234,11975.30343,11975.30343,11975.30343,11975.30343,1.00E+00,"1
"
G33.mat,2000,8000,4,4,4,8000,1,506.25,1,0,0,4,4,89.442719,4,89.442719,0,0,0,1,1,1.000001,1.002001,1975,1975,0,0,"0
",G33.mat,2000,-3.487011,3.494897,0.007885,0.002261,3.481776,-2.450135,0.296297,1.42641,22878.15256,22878.15256,22878.15256,22878.15256,1.00E+00,"1
"
G34.mat,2000,8000,4,4,4,8000,1,510,1,0,0,4,4,89.442719,4,89.442719,0,0,0,1,1,1.000001,1.001997,1960,1960,0,0,"0
",G34.mat,2000,3.5962,3.451221,0.144979,0.040315,3.565472,-2.559465,0.282153,1.348415,18656.40772,18656.40772,18656.40772,18656.40772,1.00E+00,"1
"
G35.mat,2000,23556,210,4,11.778,23556,1,625.636364,1,0,0,210,210,153.47964,210,153.47964,0,0,0,1,1,1.000001,1.037036,1996,1996,0,0,"0
",G35.mat,2000,26.911214,25.399284,1.511931,0.056182,14.116592,-11.550123,0.181805,2.199049,274395.4124,260037.8869,264300.8404,260037.8869,1.00E+00,"1
"
G36.mat,2000,23532,326,4,11.766,23532,1,677.613861,1,0,0,326,326,153.401434,326,153.401434,0,0,0,1,1,1.000001,1.047974,1997,1997,0,0,"0
",G36.mat,2000,26.95482,24.053813,2.901007,0.107625,13.916073,-14.916438,0.071886,1.612571,463996.0334,463996.0334,463996.0334,463996.0334,1.00E+00,"1
"
G37.mat,2000,23570,279,4,11.785,23570,1,727.051282,1,0,0,279,279,153.525242,279,153.525242,0,0,0,1,1,1.000001,1.055105,1991,1991,0,0,"0
",G37.mat,2000,27.146532,25.109917,2.036614,0.075023,14.301844,-13.183137,0.078221,1.9047,6013089.02,6013089.02,6013089.02,6013089.02,1.00E+00,"1
"
G38.mat,2000,23558,249,4,11.779,23558,1,607.621622,1,0,0,249,249,153.486156,249,153.486156,0,0,0,1,1,1.000001,1.018167,1997,1997,0,0,"0
",G38.mat,2000,27.098175,25.434566,1.66361,0.061392,14.178075,-12.311222,0.131672,2.065966,393323.1518,393323.1518,393323.1518,393323.1518,1.00E+00,"1
"
G39.mat,2000,23556,210,4,11.778,23556,1,625.636364,1,0,0,210,210,153.47964,210,153.47964,0,0,0,1,1,1.000002,1.038517,1996,1996,0,0,"0
",G39.mat,2000,-16.153899,-9.558904,6.594995,0.40826,14.32009,14.581319,0.018242,0.655558,1306090.112,948247.1557,1306090.112,1306090.112,1.00E+00,"1
"
G4.mat,800,38352,75,29,47.94,38352,1,367.340909,1,0,0,75,75,195.836667,75,195.836667,0,0,0,1,1,1.000069,1.05204,796,796,0,0,"0
",G4.mat,800,48.890708,49.112514,0.221805,0.004537,13.173923,-9.009514,0.31611,5.451183,11238.74874,10248.93103,11238.74874,11238.74874,1.00E+00,"1
"
G40.mat,2000,23532,326,4,11.766,23532,1,677.613861,1,0,0,326,326,153.401434,326,153.401434,0,0,0,1,1,1.000002,1.050315,1997,1997,0,0,"0
",G40.mat,2000,18.868364,-15.773564,3.0948,0.164021,12.854737,11.661434,0.09283,1.352626,543902.8456,468894.1074,543902.8456,364240.7814,1.00E+00,"1
"
G41.mat,2000,23570,279,4,11.785,23570,1,727.051282,1,0,0,279,279,153.525242,279,153.525242,0,0,0,1,1,1.000001,1.058473,1991,1991,0,0,"0
",G41.mat,2000,17.878436,20.294551,2.416115,0.135141,14.178232,-14.984371,0.056857,1.354381,2000709.158,2000709.158,2000709.158,2000709.158,1.00E+00,"1
"
G42.mat,2000,23558,249,4,11.779,23558,1,607.621622,1,0,0,249,249,153.486156,249,153.486156,0,0,0,1,1,1.000002,1.018497,1997,1997,0,0,"0
",G42.mat,2000,-16.940786,-5.966543,10.974243,0.6478,14.439081,10.85654,0.248114,0.549581,744685.6356,744685.6356,744685.6356,744685.6356,1.00E+00,"1
"
G43.mat,1000,19980,36,7,19.98,19980,1,463.066667,1,0,0,36,36,141.350628,36,141.350628,0,0,0,1,1,1.000021,1.01479,991,991,0,0,"0
",G43.mat,1000,21.016027,20.676105,0.339921,0.016174,8.852927,-6.732022,0.239571,3.071307,13160.31779,13160.31779,14555.2127,13780.30075,1.00E+00,"1
"
G44.mat,1000,19980,37,7,19.98,19980,1,477.551724,1,0,0,37,37,141.350628,37,141.350628,0,0,0,1,1,1.00002,1.028187,987,987,0,0,"0
",G44.mat,1000,21.030917,21.155117,0.1242,0.005906,8.793416,-6.870415,0.218686,3.079161,13952.76048,13952.76048,13952.76048,13952.76048,1.00E+00,"1
"
G45.mat,1000,19980,35,6,19.98,19980,1,434.25,1,0,0,35,35,141.350628,35,141.350628,0,0,0,1,1,1.000022,1.01576,997,997,0,0,"0
",G45.mat,1000,20.972694,20.69807,0.274624,0.013094,8.818245,-4.99115,0.433997,4.146954,19080.56024,19080.56024,19080.56024,19080.56024,1.00E+00,"1
"
G46.mat,1000,19980,35,8,19.98,19980,1,429.047619,1,0,0,35,35,141.350628,35,141.350628,0,0,0,1,1,1.000023,1.02058,986,986,0,0,"0
",G46.mat,1000,20.938861,21.150533,0.211672,0.010109,8.729845,-7.532794,0.137122,2.807794,177520.3057,177520.3057,177520.3057,177520.3057,1.00E+00,"1
"
G47.mat,1000,19980,34,8,19.98,19980,1,457.142857,1,0,0,34,34,141.350628,34,141.350628,0,0,0,1,1,1.000022,1.02058,992,992,0,0,"0
",G47.mat,1000,20.98624,20.684642,0.301597,0.014371,8.792386,-6.547117,0.255365,3.159351,20477.57545,20477.57545,20477.57545,20477.57545,1.00E+00,"1
"
G48.mat,3000,12000,4,4,4,12000,1,765,1,0,0,4,4,109.544512,4,109.544512,0,0,0,1,1,1,1.001332,2940,2940,0,0,"0
",G48.mat,3000,-4,3.851346,0.148654,0.037163,3.989044,10.973897,1.751009,0.350955,4.35E+18,3.78E+18,4.67E+18,4.04E+18,1.00E+00,"1
"
G49.mat,3000,12000,4,4,4,12000,1,775,1,0,0,4,4,109.544512,4,109.544512,0,0,0,1,1,1,1.001332,2900,2900,0,0,"0
",G49.mat,3000,-4,3.733827,0.266173,0.066543,3.996053,-2.949215,0.261968,1.266041,2.76E+19,2.76E+19,2.76E+19,2.76E+19,1.00E+00,"1
"
G5.mat,800,38352,70,30,47.94,38352,1,396.95,1,0,0,70,70,195.836667,70,195.836667,0,0,0,1,1,1.000083,1.047559,792,792,0,0,"0
",G5.mat,800,48.868246,49.064141,0.195895,0.004009,13.174811,-10.097894,0.233545,4.858849,273482.8471,273482.8471,273482.8471,273482.8471,1.00E+00,"1
"
G50.mat,3000,12000,4,4,4,12000,1,780,1,0,0,4,4,109.544512,4,109.544512,0,0,0,1,1,1,1.001332,2880,2880,0,0,"0
",G50.mat,3000,4,3.687521,0.312479,0.07812,3.984229,-3.166663,0.205201,1.164482,1.65E+20,1.58E+20,1.65E+20,1.65E+20,1.00E+00,"1
"
G51.mat,1000,11818,156,5,11.818,11818,1,342.928058,1,0,0,156,156,108.710625,156,108.710625,0,0,0,1,1,1.000006,1.119799,998,998,0,0,"0
",G51.mat,1000,24.497202,23.221583,1.275619,0.052072,12.42386,-9.372934,0.24557,2.477515,212767.8098,212599.2112,212767.8098,212767.8098,1.00E+00,"1
"
G52.mat,1000,11832,171,5,11.832,11832,1,332.138462,1,0,0,171,171,108.774997,171,108.774997,0,0,0,1,1,1.000006,1.113213,991,991,0,0,"0
",G52.mat,1000,23.69635,22.568524,1.127826,0.047595,11.908639,-10.390486,0.127483,2.172037,125304.4633,125304.4633,125304.4633,125304.4633,1.00E+00,"1
"
G53.mat,1000,11828,136,5,11.828,11828,1,348.352941,1,0,0,136,136,108.756609,136,108.756609,0,0,0,1,1,1.000006,1.117622,996,996,0,0,"0
",G53.mat,1000,23.853648,23.052831,0.800817,0.033572,11.881342,-8.024541,0.32461,2.872791,163016.9917,107280.0976,163016.9917,180655.0224,1.00E+00,"1
"
G54.mat,1000,11832,136,5,11.832,11832,1,347.941176,1,0,0,136,136,108.774997,136,108.774997,0,0,0,1,1,1.000006,1.117622,992,992,0,0,"0
",G54.mat,1000,23.908201,23.494583,0.413618,0.0173,11.854423,-7.365602,0.378662,3.189771,165958.7643,165958.7643,165958.7643,165958.7643,1.00E+00,"1
"
